01,76912003993,20230427160108,20230427183113
01,72563518445,20230405101957,20230405111810
01,79711569684,20230402110238,20230402111632
01,73386061802,20230415174641,20230415183223
01,78574143096,20230418070149,20230418092149
01,76471809452,20230427161624,20230427174859
02,76235302384,20230407053402,20230407065039
02,71898025769,20230409163042,20230409192101
02,79368645741,20230429024753,20230429040427
02,75452983616,20230410235544,20230411021548
01,75886904111,20230426112157,20230426123109
02,72734779147,20230410191208,20230410215228
02,73602413454,20230410064853,20230410075643
02,75231061193,20230410125306,20230410135143
01,71455802090,20230401004314,20230401015635
01,74848437515,20230401131614,20230401135136
01,73547644898,20230412205707,20230412222648
02,78029747117,20230422153628,20230422172157
02,76335650325,20230402195819,20230402214834
01,73076395583,20230418060353,20230418071535
02,71484146952,20230425125813,20230425144355
01,75347833700,20230427223116,20230428012411
02,71832662753,20230414030550,20230414035637
01,77617776718,20230427124120,20230427132243
02,79996437207,20230411034743,20230411042312
01,79894743696,20230406134235,20230406161223
02,75198541714,20230419134804,20230419142140
02,71355262640,20230404062149,20230404081148
01,75751678656,20230427163108,20230427171349
02,71637595894,20230402082124,20230402104841
02,78304173049,20230422083322,20230422085008
01,77355774798,20230403003611,20230403010846
02,76738350567,20230410192752,20230410214414
01,76198408862,20230427055135,20230427081731
02,72343200184,20230425044037,20230425050603
01,78163181003,20230419222330,20230420010335
02,72729083022,20230428164234,20230428190610
02,79347881625,20230402214243,20230403000520
01,76714442294,20230416204453,20230416224706
02,79557438322,20230425071031,20230425094255
01,75118003540,20230424215301,20230424220152
01,77274561998,20230406031736,20230406052638
02,73589988151,20230426092851,20230426095957
02,76268156374,20230403122017,20230403124724
01,78988827081,20230411211329,20230411213403
01,79739189816,20230420171535,20230420200713
01,77972418320,20230423025548,20230423032630
01,75641481971,20230429074356,20230429091745
02,72351300630,20230401075537,20230401082416
01,71663166468,20230417164549,20230417174230
02,79891203978,20230405153444,20230405181737
02,72141803118,20230415183248,20230415185042
01,74952514465,20230426212246,20230426221925
01,74945990275,20230410031814,20230410035848
02,78006372818,20230421144708,20230421160126
01,71199191784,20230428103945,20230428133527
01,71155447409,20230416233847,20230417023047
01,71541557180,20230421012653,20230421035618
01,79759482634,20230423081738,20230423094317
02,73312003667,20230403065510,20230403092457
01,75784116599,20230405223631,20230406002120
02,78954430622,20230413041617,20230413054154
01,74015321132,20230405231304,20230406003557
01,78069156245,20230428062953,20230428082103
01,72628662029,20230401112220,20230401114214
01,71417407207,20230422103311,20230422132546
02,78074274630,20230429075843,20230429102523
02,74549544635,20230423230234,20230424002847
02,71314262135,20230410182951,20230410193113
02,71714365981,20230420173056,20230420191548
01,72718719344,20230420155748,20230420165211
02,75584144600,20230407201043,20230407223015
02,72536737491,20230425203530,20230425221749
02,72148441021,20230404041018,20230404060621
01,74683792303,20230404135159,20230404141906
01,73547644898,20230403064859,20230403065158
01,75367647676,20230422084249,20230422085245
02,73972407040,20230412030359,20230412045108
02,75756021087,20230417004319,20230417023541
02,75226005250,20230429065255,20230429074655
02,73065664527,20230424001018,20230424002445
02,79265739230,20230429155033,20230429182632
01,72741384959,20230419075145,20230419104045
02,75011094236,20230418041641,20230418042557
02,75751678656,20230419125043,20230419132610
02,77193126922,20230420224909,20230421004712
02,75826426593,20230423083037,20230423104529
01,79027982726,20230403124228,20230403142520
01,78975831358,20230415183224,20230415201742
01,72447217847,20230420094441,20230420124057
01,75031860729,20230422075157,20230422084014
01,74442800327,20230419180125,20230419200423
01,76104125497,20230411164828,20230411190133
01,76166297480,20230425031145,20230425054544
01,74945961295,20230426070858,20230426073341
02,76268156374,20230403090925,20230403091709
02,78438431975,20230409235714,20230410013637
02,78545767175,20230408081105,20230408094314
01,73618207677,20230410193117,20230410200003
02,74819396946,20230422071548,20230422072949
01,77272491342,20230408013806,20230408041741
02,75884979931,20230404174417,20230404200514
01,76806636825,20230424012144,20230424022237
02,72877297877,20230417114630,20230417143837
02,79572627678,20230402053651,20230402063536
02,78144555099,20230412232508,20230412232804
02,74226231870,20230422033259,20230422042204
02,79443519260,20230411120816,20230411130046
02,79111362422,20230408095234,20230408113432
01,74606517716,20230429192355,20230429202539
02,71281952311,20230425125800,20230425141703
01,72734779147,20230424094145,20230424102258
01,78574143096,20230415160730,20230415180910
02,79739189816,20230403223800,20230403224008
01,78579305657,20230422115239,20230422140432
01,74928326374,20230416035721,20230416062513
01,77538378640,20230410184901,20230410202118
01,76622171278,20230402162243,20230402175014
01,75427878372,20230430124506,20230430134044
02,75834523050,20230414195838,20230414220303
01,79907560011,20230428051927,20230428062344
02,74563629313,20230430023752,20230430051742
01,77776406489,20230410045427,20230410071936
02,71449672082,20230421014622,20230421030729
01,78898752764,20230422072821,20230422101714
02,72024357238,20230421204728,20230421234640
02,76816042037,20230414175757,20230414200114
01,79541156661,20230426193938,20230426203955
02,79489851211,20230422071540,20230422090912
01,71706939698,20230426202539,20230426221529
02,77943198646,20230426013641,20230426022913
02,74442800327,20230413103908,20230413104355
01,79921801270,20230419213417,20230419224350
02,71985636039,20230413154609,20230413163453
02,72072886311,20230423200956,20230423205122
01,74228408375,20230410111909,20230410121625
02,77378792406,20230412052902,20230412071652
02,75223665666,20230407151536,20230407164048
02,74087803866,20230417074955,20230417082607
01,72378560419,20230420185747,20230420202305
01,71155447409,20230422094048,20230422101132
02,71852127169,20230421134431,20230421141504
01,73972879689,20230411031549,20230411041643
01,75642604586,20230426183008,20230426202652
01,77916194253,20230419182008,20230419193709
02,79228123485,20230428142652,20230428144946
01,71622268852,20230413020139,20230413033612
02,71852127169,20230415054959,20230415064236
01,79915229968,20230412115727,20230412135935
01,73087356069,20230429031203,20230429040654
02,71491587141,20230407203319,20230407212747
02,76053887304,20230405140325,20230405144207
01,77557583536,20230424005410,20230424024151
02,72165199794,20230418121834,20230418132740
02,78272928323,20230403090934,20230403105151
01,73623967362,20230422044442,20230422052353
01,73945295096,20230402153526,20230402163804
02,75573501621,20230406005807,20230406010547
02,73945295096,20230417164411,20230417174407
01,79576212244,20230423001848,20230423003449
02,77451176486,20230412080724,20230412103718
02,76285129606,20230421134557,20230421134702
